City,AQItotal,PM2.5_AQI,PM10_AQI,NO2_AQI,SO2_AQI,CO_AQI,O3_AQI,Date
UongBi/QuangNinh,38,38,35,4,18,4, ,10/11/2020
UongBi/QuangNinh,53,53,33,2,18,4, ,10/12/2020
UongBi/QuangNinh,47,47,5,6,17,4, ,10/13/2020
UongBi/QuangNinh,17,7,6,2,17,4, ,10/14/2020
UongBi/QuangNinh,25,8,25,1,17,3, ,10/15/2020
UongBi/QuangNinh,38,38,14,1,17,4, ,10/16/2020
UongBi/QuangNinh,20,17,15,2,20,3, ,10/17/2020
UongBi/QuangNinh,19,19,17,2,18,3, ,10/18/2020
UongBi/QuangNinh,21,21,21,2,20,3, ,10/19/2020
UongBi/QuangNinh,29,29,26,2,19,3, ,10/20/2020
UongBi/QuangNinh,42,33,42,3,19,3, ,10/21/2020
UongBi/QuangNinh,70,56,70,4,17,3, ,10/22/2020
UongBi/QuangNinh,93,93,89,5,18,4, ,10/23/2020
UongBi/QuangNinh,139,139,68,5,18,4, ,10/24/2020
UongBi/QuangNinh,110,110,33,4,18,4, ,10/25/2020
UongBi/QuangNinh,51,49,51,6,18,5, ,10/26/2020
UongBi/QuangNinh,83,83,39,3,18,4, ,10/27/2020
UongBi/QuangNinh,58,58,2,1,17,4, ,10/28/2020
UongBi/QuangNinh,17,3,1,4,17,5, ,10/29/2020
UongBi/QuangNinh,47,47,31,2,18,4, ,11/2/2020
UongBi/QuangNinh,68,34,68,4,18,5, ,11/3/2020
UongBi/QuangNinh,99,99,76,6,18,5, ,11/4/2020
UongBi/QuangNinh,123,123,74,5,18,6, ,11/5/2020
UongBi/QuangNinh,130,130,47,2,18,4, ,11/6/2020
UongBi/QuangNinh,63,63,48,2,18,4, ,11/7/2020
UongBi/QuangNinh,59,58,59,3,17,4, ,11/8/2020
UongBi/QuangNinh,72,72,71,5,18,4, ,11/9/2020
UongBi/QuangNinh,85,85,74,6,18,4, ,11/10/2020
UongBi/QuangNinh,100,100,70,5,18,4, ,11/11/2020
UongBi/QuangNinh,100,100,57,4,18,4, ,11/12/2020
UongBi/QuangNinh,72,72,51,5,18,4, ,11/13/2020
UongBi/QuangNinh,65,65,22,3,17,4, ,11/14/2020
UongBi/QuangNinh,33,33,21,5,17,4, ,11/15/2020
UongBi/QuangNinh,38,33,38,9,17,5, ,11/16/2020
UongBi/QuangNinh,58,58,29,4,17,4, ,11/17/2020
UongBi/QuangNinh,43,43,32,5,17,4, ,11/18/2020
UongBi/QuangNinh,47,47,27,5,17,4, ,11/19/2020
UongBi/QuangNinh,37,37,21,3,17,3, ,11/20/2020
UongBi/QuangNinh,37,27,37,8,19,3, ,11/21/2020
UongBi/QuangNinh,50,50,38,7,20,4, ,11/22/2020
UongBi/QuangNinh,56,56,49,9,21,4, ,11/23/2020
UongBi/QuangNinh,86,86,24,7,18,4, ,11/24/2020
UongBi/QuangNinh,40,40,23,11,21,4, ,11/25/2020
UongBi/QuangNinh,36,36,28,7,21,5, ,11/26/2020
UongBi/QuangNinh,45,45,14,2,18,4, ,11/27/2020
UongBi/QuangNinh,20,20,15,3,20,4, ,11/28/2020
UongBi/QuangNinh,20,19,20,3,19,5, ,11/29/2020
UongBi/QuangNinh,28,28,25,3,18,5, ,11/30/2020
UongBi/QuangNinh,40,40,23,5,19,5, ,12/1/2020
UongBi/QuangNinh,36,36,22,2,18,5, ,12/2/2020
UongBi/QuangNinh,35,35,8,4,22,4, ,12/3/2020
UongBi/QuangNinh,11,10,11,3,4,3, ,12/4/2020
UongBi/QuangNinh,16,16,16,5,8,4, ,12/5/2020
UongBi/QuangNinh,24,24,21,5,8,4, ,12/6/2020
UongBi/QuangNinh,33,33,20,3,4,3, ,12/7/2020
UongBi/QuangNinh,33,33,26,8,8,4, ,12/8/2020
UongBi/QuangNinh,43,43,31,8,11,5, ,12/9/2020
UongBi/QuangNinh,50,50,32,7,6,4, ,12/10/2020
UongBi/QuangNinh,49,49,29,5,3,4, ,12/11/2020
UongBi/QuangNinh,44,44,28,4,2,4, ,12/12/2020
UongBi/QuangNinh,42,42,9,6,3,4, ,12/13/2020
UongBi/QuangNinh,24,24,5,2,5,3, ,12/14/2020
UongBi/QuangNinh,18,7,18,2,10,3, ,12/15/2020
UongBi/QuangNinh,17,17,8,2,6,3, ,12/16/2020
UongBi/QuangNinh,17,9,17,2,9,3, ,12/17/2020
UongBi/QuangNinh,14,14,1,2,10,2, ,12/18/2020
UongBi/QuangNinh,7,5,1,2,7,2, ,12/19/2020
UongBi/QuangNinh,31,25,31,10,14,3, ,12/21/2020
UongBi/QuangNinh,37,37,20,7,10,3, ,12/22/2020
UongBi/QuangNinh,27,27,13,8,6,3, ,12/23/2020
UongBi/QuangNinh,19,17,19,8,5,4, ,12/24/2020
UongBi/QuangNinh,32,25,32,14,11,4, ,12/25/2020
UongBi/QuangNinh,48,48,15,13,5,4, ,12/26/2020
UongBi/QuangNinh,30,23,30,9,3,4, ,12/27/2020
UongBi/QuangNinh,40,40,38,8,3,4, ,12/28/2020
UongBi/QuangNinh,36,36,34,3,2,4, ,12/29/2020
UongBi/QuangNinh,29,21,29,5,3,3, ,12/30/2020
UongBi/QuangNinh,28,28,28,7,6,3, ,12/31/2020
UongBi/QuangNinh,32,32,31,11,9,3, ,1/1/2021
UongBi/QuangNinh,37,35,37,8,4,4, ,1/2/2021
UongBi/QuangNinh,40,40,38,11,10,4, ,1/3/2021
UongBi/QuangNinh,20,20,10,5,19,1, ,7/1/2020
UongBi/QuangNinh,19,16,10,7,19,1, ,7/2/2020
UongBi/QuangNinh,19,15,11,6,19,1, ,7/3/2020
UongBi/QuangNinh,19,16,11,5,19,1, ,7/4/2020
UongBi/QuangNinh,19,16,17,6,19,1, ,7/5/2020
UongBi/QuangNinh,27,27,27,5,19,1, ,7/6/2020
UongBi/QuangNinh,43,43,20,6,22,2, ,7/7/2020
UongBi/QuangNinh,30,30,21,7,19,3, ,7/8/2020
UongBi/QuangNinh,31,31,23,7,19,3, ,7/9/2020
UongBi/QuangNinh,33,33,21,9,21,4, ,7/10/2020
UongBi/QuangNinh,33,33,15,5,19,3, ,7/11/2020
UongBi/QuangNinh,26,26,13,6,19,3, ,7/12/2020
UongBi/QuangNinh,22,22,14,9,21,3, ,7/13/2020
UongBi/QuangNinh,24,24,12,8,20,3, ,7/14/2020
UongBi/QuangNinh,19,19,12,4,19,3, ,7/15/2020
UongBi/QuangNinh,21,21,13,6,19,3, ,7/16/2020
UongBi/QuangNinh,21,21,13,5,19,3, ,7/17/2020
UongBi/QuangNinh,23,23,15,6,19,3, ,7/18/2020
UongBi/QuangNinh,27,27,13,7,19,3, ,7/19/2020
UongBi/QuangNinh,23,23,9,5,19,3, ,7/20/2020
UongBi/QuangNinh,19,15,9,7,19,2, ,7/21/2020
UongBi/QuangNinh,19,16,9,5,19,3, ,7/22/2020
UongBi/QuangNinh,19,16,8,6,19,3, ,7/23/2020
UongBi/QuangNinh,19,14,8,5,19,3, ,7/24/2020
UongBi/QuangNinh,19,13,12,6,19,3, ,7/25/2020
UongBi/QuangNinh,20,20,19,12,20,3, ,7/26/2020
UongBi/QuangNinh,32,32,20,13,20,4, ,7/27/2020
UongBi/QuangNinh,31,31,13,7,19,3, ,7/28/2020
UongBi/QuangNinh,19,19,16,9,19,3, ,7/29/2020
UongBi/QuangNinh,25,25,19,8,20,4, ,7/30/2020
UongBi/QuangNinh,28,28,9,4,20,3, ,7/31/2020
UongBi/QuangNinh,20,13,5,3,20,3, ,8/1/2020
UongBi/QuangNinh,20,7,7,7,20,3, ,8/2/2020
UongBi/QuangNinh,19,11,10,11,19,4, ,8/3/2020
UongBi/QuangNinh,20,14,12,9,20,4, ,8/4/2020
UongBi/QuangNinh,19,18,11,8,19,3, ,8/5/2020
UongBi/QuangNinh,19,17,14,6,19,3, ,8/6/2020
UongBi/QuangNinh,21,21,14,6,20,3, ,8/7/2020
UongBi/QuangNinh,20,19,12,4,20,3, ,8/8/2020
UongBi/QuangNinh,19,16,15,5,19,3, ,8/9/2020
UongBi/QuangNinh,20,20,14,5,20,3, ,8/10/2020
UongBi/QuangNinh,20,20,17,5,20,3, ,8/11/2020
UongBi/QuangNinh,26,26,11,8,20,3, ,8/12/2020
UongBi/QuangNinh,18,18,11,9,18,3, ,8/13/2020
UongBi/QuangNinh,20,16,15,7,20,4, ,8/14/2020
UongBi/QuangNinh,22,22,20,7,20,4, ,8/15/2020
UongBi/QuangNinh,28,28,4,8,20,3, ,8/16/2020
UongBi/QuangNinh,20,13,1,7,20,3, ,8/17/2020
UongBi/QuangNinh,18,16,13,8,18,3, ,8/20/2020
UongBi/QuangNinh,18,17,13,8,18,3, ,8/21/2020
UongBi/QuangNinh,19,16,13,10,19,3, ,8/22/2020
UongBi/QuangNinh,17,17,13,5,17,3, ,8/23/2020
UongBi/QuangNinh,22,15,22,12,18,4, ,8/24/2020
UongBi/QuangNinh,31,31,27,11,18,4, ,8/25/2020
UongBi/QuangNinh,38,38,21,11,18,4, ,8/26/2020
UongBi/QuangNinh,30,30,15,7,17,3, ,8/27/2020
UongBi/QuangNinh,19,19,17,8,17,3, ,8/28/2020
UongBi/QuangNinh,22,22,16,8,17,3, ,8/29/2020
UongBi/QuangNinh,22,21,22,9,18,3, ,8/30/2020
UongBi/QuangNinh,36,30,36,9,18,4, ,8/31/2020
UongBi/QuangNinh,51,51,27,7,18,4, ,9/1/2020
UongBi/QuangNinh,40,40,25,11,18,4, ,9/2/2020
UongBi/QuangNinh,39,39,18,9,18,4, ,9/3/2020
UongBi/QuangNinh,27,27,11,7,17,3, ,9/4/2020
UongBi/QuangNinh,16,16,10,4,16,3, ,9/5/2020
UongBi/QuangNinh,17,13,17,8,17,4, ,9/6/2020
UongBi/QuangNinh,24,24,18,14,19,4, ,9/7/2020
UongBi/QuangNinh,25,25,10,11,18,3, ,9/8/2020
UongBi/QuangNinh,17,13,13,8,17,3, ,9/9/2020
UongBi/QuangNinh,18,18,5,8,16,3, ,9/10/2020
UongBi/QuangNinh,16,12,2,8,16,3, ,9/11/2020
UongBi/QuangNinh,35,35,23,10,16,3, ,9/14/2020
UongBi/QuangNinh,33,33,18,6,16,3, ,9/15/2020
UongBi/QuangNinh,26,25,26,10,16,3, ,9/16/2020
UongBi/QuangNinh,37,37,11,3,16,3, ,9/17/2020
UongBi/QuangNinh,16,13,7,4,16,3, ,9/18/2020
UongBi/QuangNinh,16,9,11,6,16,4, ,9/19/2020
UongBi/QuangNinh,16,15,15,6,16,4, ,9/20/2020
UongBi/QuangNinh,19,19,12,6,16,3, ,9/21/2020
UongBi/QuangNinh,17,17,13,8,16,4, ,9/22/2020
UongBi/QuangNinh,23,18,23,7,18,4, ,9/23/2020
UongBi/QuangNinh,30,30,24,11,17,4, ,9/24/2020
UongBi/QuangNinh,36,36,20,9,16,4, ,9/25/2020
UongBi/QuangNinh,30,30,25,9,19,4, ,9/26/2020
UongBi/QuangNinh,37,37,20,5,17,4, ,9/27/2020
UongBi/QuangNinh,29,29,25,6,17,4, ,9/28/2020
UongBi/QuangNinh,38,38,19,7,17,3, ,9/29/2020
UongBi/QuangNinh,26,26,21,7,16,4, ,9/30/2020
UongBi/QuangNinh,72,72,19,15,25,4, ,4/1/2020
UongBi/QuangNinh,35,33,29,18,35,4, ,4/2/2020
UongBi/QuangNinh,52,52,8,5,23,4, ,4/3/2020
UongBi/QuangNinh,23,14,4,3,23,4, ,4/4/2020
UongBi/QuangNinh,24,7,4,4,24,4, ,4/5/2020
UongBi/QuangNinh,20,6,9,9,20,4, ,4/6/2020
UongBi/QuangNinh,18,16,18,12,15,4, ,4/7/2020
UongBi/QuangNinh,33,32,24,20,33,4, ,4/8/2020
UongBi/QuangNinh,40,40,20,19,29,4, ,4/9/2020
UongBi/QuangNinh,36,36,17,16,25,4, ,4/10/2020
UongBi/QuangNinh,31,31,11,6,24,4, ,4/11/2020
UongBi/QuangNinh,27,17,14,7,27,4, ,4/12/2020
UongBi/QuangNinh,32,22,16,13,32,4, ,4/13/2020
UongBi/QuangNinh,28,26,14,18,28,4, ,4/14/2020
UongBi/QuangNinh,25,25,11,11,24,4, ,4/15/2020
UongBi/QuangNinh,24,19,9,7,24,4, ,4/16/2020
UongBi/QuangNinh,23,15,11,6,23,4, ,4/17/2020
UongBi/QuangNinh,23,19,12,3,23,4, ,4/18/2020
UongBi/QuangNinh,23,20,10,2,23,4, ,4/19/2020
UongBi/QuangNinh,23,16,8,1,23,4, ,4/20/2020
UongBi/QuangNinh,29,14,13,15,29,4, ,4/21/2020
UongBi/QuangNinh,29,20,5,5,29,4, ,4/22/2020
UongBi/QuangNinh,26,8,4,3,26,4, ,4/23/2020
UongBi/QuangNinh,31,7,9,8,31,4, ,4/24/2020
UongBi/QuangNinh,14,14, , , ,4, ,4/25/2020
UongBi/QuangNinh,24,24,17,10,20,1, ,6/7/2020
UongBi/QuangNinh,27,27,14,8,20,1, ,6/8/2020
UongBi/QuangNinh,25,25,16,8,20,2, ,6/9/2020
UongBi/QuangNinh,28,28,17,9,21,2, ,6/10/2020
UongBi/QuangNinh,30,30,12,8,20,2, ,6/11/2020
UongBi/QuangNinh,21,21,9,6,20,1, ,6/12/2020
UongBi/QuangNinh,20,15,9,10,20,1, ,6/13/2020
UongBi/QuangNinh,20,15,11,10,20,1, ,6/14/2020
UongBi/QuangNinh,20,18,12,6,20,1, ,6/15/2020
UongBi/QuangNinh,19,19,14,5,19,1, ,6/16/2020
UongBi/QuangNinh,22,22,12,5,19,1, ,6/17/2020
UongBi/QuangNinh,19,19,13,6,19,1, ,6/18/2020
UongBi/QuangNinh,20,20,16,4,18,1, ,6/19/2020
UongBi/QuangNinh,26,26,21,4,19,1, ,6/20/2020
UongBi/QuangNinh,36,36,20,5,19,1, ,6/21/2020
UongBi/QuangNinh,33,33,20,5,19,1, ,6/22/2020
UongBi/QuangNinh,33,33,18,6,18,1, ,6/23/2020
UongBi/QuangNinh,30,30,20,8,19,1, ,6/24/2020
UongBi/QuangNinh,34,34,16,5,19,1, ,6/25/2020
UongBi/QuangNinh,26,26,16,4,19,1, ,6/26/2020
UongBi/QuangNinh,27,27,15,4,19,1, ,6/27/2020
UongBi/QuangNinh,28,28,13,4,19,1, ,6/28/2020
UongBi/QuangNinh,23,23,13,5,19,1, ,6/29/2020
UongBi/QuangNinh,21,21,13,6,20,1, ,6/30/2020
UongBi/QuangNinh,31,31,16,10,20,3, ,2/25/2020
UongBi/QuangNinh,27,27,16,14,22,3, ,2/26/2020
UongBi/QuangNinh,27,27,12,10,20,3, ,2/27/2020
UongBi/QuangNinh,22,22,14,11,22,3, ,2/28/2020
UongBi/QuangNinh,25,25,12,6,17,3, ,2/29/2020
UongBi/QuangNinh,27,22,15,19,27,3, ,3/1/2020
UongBi/QuangNinh,26,26,12,7,17,3, ,3/2/2020
UongBi/QuangNinh,20,19,9,5,20,4, ,3/3/2020
UongBi/QuangNinh,20,16,7,2,20,4, ,3/4/2020
UongBi/QuangNinh,24,11,13,13,24,5, ,3/5/2020
UongBi/QuangNinh,23,23,14,10,21,4, ,3/6/2020
UongBi/QuangNinh,26,26,13,3,17,4, ,3/7/2020
UongBi/QuangNinh,29,22,29,15,23,4, ,3/8/2020
UongBi/QuangNinh,52,52,19,9,18,4, ,3/9/2020
UongBi/QuangNinh,29,28,26,20,29,5, ,3/10/2020
UongBi/QuangNinh,42,42,14,12,21,5, ,3/11/2020
UongBi/QuangNinh,26,26, , , ,5, ,3/12/2020
UongBi/QuangNinh,65,65,22,24,25,6, ,3/15/2020
UongBi/QuangNinh,40,40,15,11,17,5, ,3/16/2020
UongBi/QuangNinh,26,26,13,12,22,5, ,3/17/2020
UongBi/QuangNinh,23,23,11,4,21,4, ,3/18/2020
UongBi/QuangNinh,33,18,6,14,33,9, ,3/19/2020
UongBi/QuangNinh,21,17,1,9,21,5, ,3/20/2020
UongBi/QuangNinh,26,11,26,6,20,3, ,3/23/2020
UongBi/QuangNinh,24,12,24,3,17,3, ,3/24/2020
UongBi/QuangNinh,19,12,19,3,15,9, ,3/25/2020
UongBi/QuangNinh,17,16,11,4,17,9, ,3/26/2020
UongBi/QuangNinh,21,21, , ,17,9, ,3/27/2020
UongBi/QuangNinh,14,14,7,12,2,2, ,10/8/2019
UongBi/QuangNinh,24,15,8,24,3,2, ,10/9/2019
UongBi/QuangNinh,17,17, , ,3,2, ,10/10/2019
UongBi/QuangNinh,20,20,6,12,16,3, ,7/1/2019
UongBi/QuangNinh,16,11,7,10,16,3, ,7/2/2019
UongBi/QuangNinh,36,14,3,36,14,2, ,7/3/2019
UongBi/QuangNinh,14,7,5,14,14,2, ,7/4/2019
UongBi/QuangNinh,18,12,7,18,15,2, ,7/5/2019
UongBi/QuangNinh,18,14,9,18,15,2, ,7/6/2019
UongBi/QuangNinh,18,18,8,18,15,2, ,7/7/2019
UongBi/QuangNinh,18,17,11,18,15,3, ,7/8/2019
UongBi/QuangNinh,23,23,6,18,16,3, ,7/9/2019
UongBi/QuangNinh,26,12,4,26,15,3, ,7/10/2019
UongBi/QuangNinh,20,10,7,20,15,3, ,7/11/2019
UongBi/QuangNinh,19,15,7,19,14,3, ,7/12/2019
UongBi/QuangNinh,20,18,8,20,16,3, ,7/13/2019
UongBi/QuangNinh,27,20,5,27,16,2, ,7/14/2019
UongBi/QuangNinh,14,13,4,14,14,3, ,7/15/2019
UongBi/QuangNinh,16,10,5,16,15,3, ,7/16/2019
UongBi/QuangNinh,21,11,5,21,16,3, ,7/17/2019
UongBi/QuangNinh,13,12,5,13,1,3, ,7/18/2019
UongBi/QuangNinh,26,12,6,26,3,2, ,7/19/2019
UongBi/QuangNinh,17,13,5,17,2,2, ,7/20/2019
UongBi/QuangNinh,23,11,4,23,4,3, ,7/21/2019
UongBi/QuangNinh,24,9,4,24,3,2, ,7/22/2019
UongBi/QuangNinh,29,9,5,29,11,2, ,7/23/2019
UongBi/QuangNinh,60,11,3,60,4,2, ,7/24/2019
UongBi/QuangNinh,60,7, ,60,4,2, ,7/25/2019
UongBi/QuangNinh,13,10,5,13,4,3, ,7/28/2019
UongBi/QuangNinh,27,11,5,27,10,2, ,7/29/2019
UongBi/QuangNinh,17,13,5,17,3,3, ,7/30/2019
UongBi/QuangNinh,12,11,4,12,2,3, ,7/31/2019
UongBi/QuangNinh,10,10,4,10,2,3, ,8/1/2019
UongBi/QuangNinh,9,9,2,9,2,3, ,8/2/2019
UongBi/QuangNinh,6,4,1,6,1,2, ,8/3/2019
UongBi/QuangNinh,13,3,3,13,2,3, ,8/4/2019
UongBi/QuangNinh,12,7,5,12,6,3, ,8/5/2019
UongBi/QuangNinh,19,10,7,19,6,3, ,8/6/2019
UongBi/QuangNinh,27,17,6,27,6,3, ,8/7/2019
UongBi/QuangNinh,24,14,6,24,2,3, ,8/8/2019
UongBi/QuangNinh,24,14,8,24,3,3, ,8/9/2019
UongBi/QuangNinh,19,19,4,13,1,2, ,8/10/2019
UongBi/QuangNinh,16,9,5,16,1,2, ,8/11/2019
UongBi/QuangNinh,41,11,8,41,3,3, ,8/12/2019
UongBi/QuangNinh,35,17,10,35,14,3, ,8/13/2019
UongBi/QuangNinh,26,22,8,26,4,3, ,8/14/2019
UongBi/QuangNinh,35,18,7,35,7,2, ,8/15/2019
UongBi/QuangNinh,25,15,6,25,4,2, ,8/16/2019
UongBi/QuangNinh,20,14,8,20,1,3, ,8/17/2019
UongBi/QuangNinh,26,19,9,26,5,3, ,8/18/2019
UongBi/QuangNinh,27,21,7,27,3,3, ,8/19/2019
UongBi/QuangNinh,26,15,5,26,3,3, ,8/20/2019
UongBi/QuangNinh,21,10,4,21,6,2, ,8/21/2019
UongBi/QuangNinh,19,8,5,19,4,3, ,8/22/2019
UongBi/QuangNinh,15,12,6,15,1,3, ,8/23/2019
UongBi/QuangNinh,15,13, ,15,1,3, ,8/24/2019
UongBi/QuangNinh,14,14,6,12,2,2, ,8/28/2019
UongBi/QuangNinh,20,13,3,20,12,2, ,8/29/2019
UongBi/QuangNinh,10,7,1,10,1,2, ,8/30/2019
UongBi/QuangNinh,8,2,2,8,1,2, ,8/31/2019
UongBi/QuangNinh,6,3,5,6,1,2, ,9/1/2019
UongBi/QuangNinh,12,12,3,6,1,2, ,9/2/2019
UongBi/QuangNinh,9,9,3,7,1,2, ,9/3/2019
UongBi/QuangNinh,31,9,6,31,3,2, ,9/4/2019
UongBi/QuangNinh,21,15,9,21,3,3, ,9/5/2019
UongBi/QuangNinh,22,22,7,18,4,2, ,9/6/2019
UongBi/QuangNinh,18,18,4,10,1,2, ,9/7/2019
UongBi/QuangNinh,10,10,4,8,1,2, ,9/8/2019
UongBi/QuangNinh,9,9,3,6,1,2, ,9/9/2019
UongBi/QuangNinh,9,8,4,9,6,2, ,9/10/2019
UongBi/QuangNinh,9,9,5,6,2,2, ,9/11/2019
UongBi/QuangNinh,11,11,7,7,4,2, ,9/12/2019
UongBi/QuangNinh,17,17,8,8,6,2, ,9/13/2019
UongBi/QuangNinh,19,19,8,5,2,2, ,9/14/2019
UongBi/QuangNinh,19,19,7,9,3,3, ,9/15/2019
UongBi/QuangNinh,18,18,9,8,10,3, ,9/16/2019
UongBi/QuangNinh,25,20,9,11,25,3, ,9/17/2019
UongBi/QuangNinh,21,21,6,7,21,3, ,9/18/2019
UongBi/QuangNinh,23,16,11,9,23,3, ,9/19/2019
UongBi/QuangNinh,26,26,8,4,21,2, ,9/20/2019
UongBi/QuangNinh,23,18,6,5,23,2, ,9/21/2019
UongBi/QuangNinh,21,12,9,11,21,2, ,9/22/2019
UongBi/QuangNinh,22,19,11,10,22,2, ,9/23/2019
UongBi/QuangNinh,23,22,12,12,23,3, ,9/24/2019
UongBi/QuangNinh,25,25,13,14,25,3, ,9/25/2019
UongBi/QuangNinh,28,28,13,14,25,3, ,9/26/2019
UongBi/QuangNinh,29,29,15,15,25,3, ,9/27/2019
UongBi/QuangNinh,34,34,15,16,27,3, ,9/28/2019
UongBi/QuangNinh,36,36,15,11,26,3, ,9/29/2019
